Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,TD,C1
DRM 758,DRM MW2 (Car-6) Script Error(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 759,DRM MW2 (Car-6) Periphe ral H/W Error2(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 760,DRM MW2 (Car-6) Route Code Error (U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 761,DRM MW2 (Car-6) Station Code Error(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 764,DRM MW2 (Car-6) Content Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 765,DRM MW2 (Car-6) Display log Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 766,DRM MW2 (Car-6) Script Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 767,DRM MW2 (Car-6) Periphe ral H/W Error2(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 768,DRM MW2 (Car-6) Route Code Error (D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 769,DRM MW2 (Car-6) Station Code Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 772,DRM PM2(Car-7) Content Error(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 773,DRM PM2 (Car-7) Display log Error(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 774,DRM PM2 (Car-7) Script Error(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 775,DRM PM2 (Car-7) Periphe ral H/W Error2(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 776,DRM PM2 (Car-7) Route Code Error (U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 777,DRM PM2 (Car-7) Station Code Error(U-side),1:error,0:normal,Status Data,,,,,,,,
DRM 780,DRM PM2 (Car-7) Content Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 781,DRM PM2 (Car-7) Display log Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 782,DRM PM2 (Car-7) Script Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 783,DRM PM2 (Car-7) Periphe ral H/W Error2(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 784,DRM PM2 (Car-7) Route Code Error (D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 785,DRM PM2 (Car-7) Station Code Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 788,DRM DT2(Car-8) Content Error(U-side)A,1:error,0:normal,Status Data,,,,,,,,
DRM 789,DRM DT 2 (Car-8) Display log Error(U-side)A,1:error,0:normal,Status Data,,,,,,,,
DRM 790,DRM DT 2 (Car-8) Script Error(U-side)A,1:error,0:normal,Status Data,,,,,,,,
DRM 791,DRM DT 2 (Car-8) Periphe ral H/W Error2(U-side)A,1:error,0:normal,Status Data,,,,,,,,
DRM 792,DRM DT 2 (Car-8) Route Code Error (U-side)A,1:error,0:normal,Status Data,,,,,,,,
DRM 793,DRM DT 2 (Car-8) Station Code Error(U-side)A,1:error,0:normal,Status Data,,,,,,,,
DRM 796,DRM DT2 (Car-8) Content Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 797,DRM DT2 (Car-8) Display log Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 798,DRM DT2 (Car-8) Script Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 799,DRM DT2 (Car-8) Periphe ral H/W Error2(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 800,DRM DT2 (Car-8) Route Code Error (D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 801,DRM DT2 (Car-8) Station Code Error(D-side),1:error,0:normal,Status Data,,,,,,,,
DRM 804,GED DT1 (Car-1) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 806,DRM DT1 (Car-1) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 807,DRM DT1 (Car-1) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 808,DRM DT1 (Car-1) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 809,DRM DT1 (Car-1) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 810,DRM DT1 (Car-1) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 812,GED DT1 (Car-1) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 814,DRM DT1 (Car-1) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 815,DRM DT1 (Car-1) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 816,DRM DT1 (Car-1) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 817,DRM DT1 (Car-1) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 818,DRM DT1 (Car-1) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 820,GED PM1 (Car-2) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 821,GED PM1 (Car-2) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 822,DRM PM1 (Car-2) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 823,DRM PM1 (Car-2) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 824,DRM PM1 (Car-2) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 825,DRM PM1 (Car-2) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 826,DRM PM1 (Car-2) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 828,GED PM1 (Car-2) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 829,GED PM1 (Car-2) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 830,DRM PM1 (Car-2) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 831,DRM PM1 (Car-2) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 832,DRM PM1 (Car-2) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 833,DRM PM1 (Car-2) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 834,DRM PM1 (Car-2) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 836,GED MW1 (Car-3) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 837,GED MW1 (Car-3) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 838,DRM MW1 (Car-3) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 839,DRM MW1 (Car-3) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 840,DRM MW1 (Car-3) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 841,DRM MW1 (Car-3) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 842,DRM MW1 (Car-3) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 844,GED MW1 (Car-3) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 845,GED MW1 (Car-3) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 846,DRM MW1 (Car-3) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 847,DRM MW1 (Car-3) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 848,DRM MW1 (Car-3) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 849,DRM MW1 (Car-3) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 850,DRM MW1 (Car-3) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 852,GED TH1 (Car-4) Display Status (U-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 853,GED TH1 (Car-4) Display Status (U-side?1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 854,DRM TH1 (Car-4) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 855,DRM TH1 (Car-4) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 856,DRM TH1 (Car-4) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 857,DRM TH1 (Car-4) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 858,DRM TH1 (Car-4) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 860,GED TH1 (Car-4) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 861,GED TH1 (Car-4) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 862,DRM TH1 (Car-4) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 863,DRM TH1 (Car-4) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 864,DRM TH1 (Car-4) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 865,DRM TH1 (Car-4) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 866,DRM TH1 (Car-4) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 868,GED TCH (Car-5) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 869,GED TCH (Car-5) Display Status (U-side1)A,1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 870,DRM TCH (Car-5) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 871,DRM TCH (Car-5) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 872,DRM TCH (Car-5) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 873,DRM TCH (Car-5) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 874,DRM TCH (Car-5) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 876,GED TCH (Car-5) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 877,GED TCH (Car-5) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 878,DRM TCH (Car-5) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 879,DRM TCH (Car-5) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 880,DRM TCH (Car-5) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 881,DRM TCH (Car-5) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 882,DRM TCH (Car-5) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 884,GED MW2 (Car-6) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 885,GED MW2 (Car-6) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 886,DRM MW2 (Car-6) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 887,DRM MW2 (Car-6) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 888,DRM MW2 (Car-6) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 889,DRM MW2 (Car-6) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 890,DRM MW2 (Car-6) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 892,GED MW2 (Car-6) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 893,GED MW2 (Car-6) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 894,DRM MW2 (Car-6) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 895,DRM MW2 (Car-6) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 896,DRM MW2 (Car-6) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 897,DRM MW2 (Car-6) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 898,DRM MW2 (Car-6) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 900,GED PM2 (Car-7) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 901,GED PM2 (Car-7) Display Status (U-side1)A,1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 902,DRM PM2 (Car-7) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 903,DRM PM2 (Car-7) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 904,DRM PM2 (Car-7) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 905,DRM PM2 (Car-7) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 906,DRM PM2 (Car-7) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 908,GED PM2 (Car-7) Display Status (D-side?2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 909,GED PM2 (Car-7) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 910,DRM PM2 (Car-7) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 911,DRM PM2 (Car-7) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 912,DRM PM2 (Car-7) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 913,DRM PM2 (Car-7) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 914,DRM PM2(Car-7) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 917,GED DT2 (Car-8) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 918,DRM DT2 (Car-8) Display Status (U-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 919,DRM DT2 (Car-8) Display Status (U-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 920,DRM DT2 (Car-8) Display Status (U-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 921,DRM DT2 (Car-8) Display Status (U-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 922,DRM DT2 (Car-8) Display Status (U-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 925,GED DT2 (Car-8) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 926,DRM DT2 (Car-8) Display Status (D-side5),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 927,DRM DT2 (Car-8) Display Status (D-side4),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 928,DRM DT2 (Car-8) Display Status (D-side3),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 929,DRM DT2 (Car-8) Display Status (D-side2),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 930,DRM DT2 (Car-8) Display Status (D-side1),1:Unhealthy,0:Healthy,Status Data,,,,,,,,
DRM 950,DRM In Service Flag,1:valid,0:not valid,Status Data Request,,,,,,,,
DRM 951,DRM Display Prohibition,1:Prohibition,0:Not prohibition,Status Data Request,,,,,,,,
DRM 952,DRM Back Light,1:Backlight ON,0:Backlight OFF,Status Data Request,,,,,,,,
DRM 953,DRM DC Saving Mode,1:DC Saving Mode,0:not DC Saving Mode,Status Data Request,,,,,,,,
DRM 954,DRM Test Mode,1:test ON,0:test OFF,Status Data Request,,,,,,,,
DRM 955,DRM Route Code,ASCII,,Status Data Request,,,,,,,,
DRM 956,DRM Destination Station Code,binary,,Status Data Request,,,,,,,,
DRM 957,DRM Departure Station Code,binary,,Status Data Request,,,,,,,,
DRM 958,DRM Next Station Code,binary,,Status Data Request,,,,,,,,
DRM 959,DRM Control Command,binary,,Status Data Request,,,,,,,,
DRM 960,DRM Distance from Current Station,1m/bit,,Status Data Request,,,,,,,,
DRM 961,DRM Platform side,,,Status Data Request,,,,,,,,
DRM 962,DRM Door Status,,,Status Data Request,,,,,,,,
DRM 963,DRM Speed,1km/h/bit,,Status Data Request,,,,,,,,
DRM 964,DRM Right Side Door Open,1:Right Side Door Open,0:Right Side Door Close,Status Data Request,,,,,,,,
DRM 965,DRM Left Side Door Open,1:Left Side Door Open,0:Left Side Door Close,Status Data Request,,,,,,,,
DRM 966,DRM Door Close,1:Door Close,0:Not Door Close,Status Data Request,,,,,,,,
DRM 967,DRM Emergency Code,binary,,Status Data Request,,,,,,,,
DRM 968,DRM Special Code,binary,,Status Data Request,,,,,,,,
DRM 969,DRM Current Station Code,binary,,Status Data Request,,,,,,,,
DPI 099,Digital PID Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 100,Digital PID Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 101,Digital PID No Response,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 102,Digital PID NAK,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 103,Digital PID Parity error,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 104,Digital PID BCC error,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 105,Digital PID Time Out,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DPI 106,Digital PID Transmitter Bypass,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 107,Digital PID Video Encoder fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 108,Digital PID VBS Active,1:Active,0:Inactive,Status Data,,,,,,,,
DPI 109,Digital PID VBS CPU fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 110,Digital PID VBS MX-5XR fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 111,Digital PID VBS MX-5T fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 112,Digital PID1 Back Light,1:ON,0:OFF,Status Data,,,,,,,,
DPI 113,Digital PID1 Brightness,1:dark,0:light,Status Data,,,,,,,,
DPI 114,Digital PID1 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DPI 115,Digital PID1 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 116,Digital PID2 Back Light,1:ON,0:OFF,Status Data,,,,,,,,
DPI 117,Digital PID2 Brightness,1:dark,0:light,Status Data,,,,,,,,
DPI 118,Digital PID2 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DPI 119,Digital PID2 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 120,Digital PID3 Back Light,1:ON,0:OFF,Status Data,,,,,,,,
DPI 121,Digital PID3 Brightness,1:dark,0:light,Status Data,,,,,,,,
DPI 122,Digital PID3 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DPI 123,Digital PID3 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 124,Digital PID4 Back Light,1:ON,0:OFF,Status Data,,,,,,,,
DPI 125,Digital PID4 Brightness,1:dark,0:light,Status Data,,,,,,,,
DPI 126,Digital PID4 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DPI 127,Digital PID4 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 128,Digital PID5 Back Light,1:ON,0:OFF,Status Data,,,,,,,,
DPI 129,Digital PID5 Brightness,1:dark,0:light,Status Data,,,,,,,,
DPI 130,Digital PID5 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DPI 131,Digital PID5 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 132,Digital PID6 Back Light,1:ON,0:OFF,Status Data,,,,,,,,
DPI 133,Digital PID6 Brightness,1:dark,0:light,Status Data,,,,,,,,
DPI 134,Digital PID6 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DPI 135,Digital PID6 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DPI 136,Digital PID system not active,1: NMC Active (SD) in both DM car are OFF,0:NMC Active(SD) in any DM car is ON,Internal Software Data,,,,,,,,
DPI 400,Digital PID Back Light,1:ON,0:OFF,Status Data Request,,,,,,,,
DPI 401,Digital PID Brightness,1:Dark,0:Light,Status Data Request,,,,,,,,
DPI 402,Digital PID Test Mode,1:ON,0:OFF,Status Data Request,,,,,,,,
DPI 403,Digital PID NMC Active,1:NMC Active,0:NMC Inactive,Status Data Request,,,,,,,,
DCT 099,Digital CCTV Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DCT 100,Digital CCTV Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DCT 101,Digital CCTV No Response,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DCT 102,Digital CCTV NAK,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DCT 103,Digital CCTV Parity error,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DCT 104,Digital CCTV BCC error,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DCT 105,Digital CCTV Time Out,0:Normal,other:Fault,Status Data,,,,,,,,
DCT 106,Digital CCTV Transmitter Bypass,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 107,Digital CCTV TVDC1 Test Mode,1:ON,0:OFF,Status Data,,,,,,,,
DCT 108,Digital CCTV TVDC CPU1 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 109,Digital CCTV TVDC1 MX-5T fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 110,Digital CCTV TVDC2 Test Mode,1:ON,0:OFF,Status Data,,,,,,,,
DCT 111,Digital CCTV TVDC CPU2 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 112,Digital CCTV TVDC2 MX-5T fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 113,Digital CCTV DID1 Back Light ON,1:ON,0:OFF,Status Data,,,,,,,,
DCT 114,Digital CCTV DID1 Brightness,1:dark,0:light,Status Data,,,,,,,,
DCT 115,Digital CCTV DID1 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DCT 116,Digital CCTV DID1 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 117,Digital CCTV DID2 Back Light ON,1:ON,0:OFF,Status Data,,,,,,,,
DCT 118,Digital CCTV DID2 Brightness,1:dark,0:light,Status Data,,,,,,,,
DCT 119,Digital CCTV DID2 Video Sync ON,1:ON,0:OFF,Status Data,,,,,,,,
DCT 120,Digital CCTV DID2 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 121,Digital CCTV Ethernet Switch fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 123,Digital CCTV Camera1 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 125,Digital CCTV Camera2 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 126,Digital CCTV Video Encoder1 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 127,Digital CCTV Video Encoder2 fault,1:Fault,0:Normal,Status Data,,,,,,,,
DCT 400,Digital CCTV Back Light,1:ON,0:OFF,Status Data Request,,,,,,,,
DCT 401,Digital CCTV Brightness,1:Dark,0:Light,Status Data Request,,,,,,,,
DCT 402,Digital CCTV Test Mode,1:ON,0:OFF,Status Data Request,,,,,,,,
DCT 403,Digital CCTV Car select,binary,,Status Data Request,,,,,,,,
DCT 404,Digital CCTV DID Change,1:Change,0:Normal,Status Data Request,,,,,,,,
DCT 405,Digital CCTV Equipment Select,1:Video Encoder(Platform),0:Camera,Status Data Request,,,,,,,,
ETC 000,Head light on,1:light on,0:light off,Digital Output M5092,,,,,,,,
ETC 001,Head wall selection light1,1:light on,0:light off,Digital Output M5391,,,,,,,,
ETC 002,Head wall selection light2,1:light on,0:light off,Digital Output M5392,,,,,,,,
ETC 003,Other APC fault1,1:Other APC fault,0:No fault,Digital Output M6592,,,,,,,,
ETC 004,Other APC fault2,1:Other APC fault,0:No fault,Digital Output M6593,,,,,,,,
ETC 006,APC control status,1:APC dead-section detect,0:APC dead-section Not detect,Digital Input M6551,,,,,,,,
ETC 007,APC fault(p0),1:Active,0:Inactive,Digital Input M6552,,,,,,,,
ETC 008,APC fault(p1),1:Active,0:Inactive,Digital Input M6553,,,,,,,,
ETC 009,APC fault(p2),1:Active,0:Inactive,Digital Input M6554,,,,,,,,
ETC 012,Room Light 1 off,1:Room Light 1 off,0:Room Light 1 on,Digital Output M6797,,,,,,,,
ETC 013,Room Light 2 off,1:Room Light 2 off,0:Room Light 2 on,Digital Output M6798,,,,,,,,
ETC 100,APC fault,,,Internal Software Data,,,,,,,,
ETC 101,Car Type bit 0,,,Digital Input,,,,,,,,
ETC 102,Car Type bit 1,,,Digital Input,,,,,,,,
ETC 103,Car Type bit 2,,,Digital Input,,,,,,,,
ETC 104,Car Type bit 3,,,Digital Input,,,,,,,,
ETC 105,Equipment kind low,,,Digital Input,,,,,,,,
ETC 106,Equipment kind high,,,Digital Input,,,,,,,,
ETC 107,Internal Smoke Detection,1:Detected,0:Normal,Digital Input,,,,,,,,
ETC 108,External Smoke Detection,1:Detected,0:Normal,Digital Input,,,,,,,,
ETC 109,Digital PID SW discrepancy,1:Discrepancy(Any online unit),0:Normal(All online node),Internal Software Data,,,,,,,,
ETC 110,Digital PID DI Input,1:Digital,0:Analog,Internal Software Data,,,,,,,,
ETC 500,Manual DO request,,,Internal Software Data,,,,,,,,
ETC 501,Door isolation Cancel,,,Internal Software Data,,,,,,,,
CEN 764,Distance correction error,1:Error,2:Normal,Internal Software Data,,,,,,,,
CEN 038,Door status (Cose Down) ,1:Close,0:not close,Internal Software Data,,,,,,,,
CEN 039,Door status (Cose Up),1:West rail,0:East rail,Internal Software Data,,,,,,,,
CEN 020,WR/ER,1:Active,0:Not active,Internal Software Data,,,,,,,,
CEN 091,TR active (1car),1:Active,0:Not active,Internal Software Data,,,,,,,,
CEN 092,TR active (N car),1:Active,0:Not active,Internal Software Data,,,,,,,,
CEN 765,In service (Distance calculation),1:In service,0:Not in service,Internal Software Data,,,,,,,,
CST 030,The secondary station Transmission permission (VOBC),1: Permission,0:Not permission,Internal Software Data,,,,,,,,
DCU U-021,EDCU U1 DLS failure,DRU 111,,,,,,,,,,
DCU U-022,EDCU U1 DCS1 failure,DRU 112,,,,,,,,,,
DCU U-023,EDCU U1 DCS2 failure,DRU 113,,,,,,,,,,
DCU U-024,EDCU U1 EDCU fault,DRU 114,,,,,,,,,,
DCU U-025,EDCU U1 Motor circuit failure,DRU 115,,,,,,,,,,
DCU U-041,EDCU U2 DLS failure,DRU 161,,,,,,,,,,
DCU U-042,EDCU U2 DCS1 failure,DRU 162,,,,,,,,,,
DCU U-043,EDCU U2 DCS2 failure,DRU 163,,,,,,,,,,
DCU U-044,EDCU U2 EDCU fault,DRU 164,,,,,,,,,,
DCU U-045,EDCU U2 Motor circuit failure,DRU 165,,,,,,,,,,
DCU U-061,EDCU U3 DLS failure,DRU 211,,,,,,,,,,
